Screenshot-NIKKE(WIFI)-20250524193714_group1_Power.png	2 3 8 4 1 9 8
Screenshot-NIKKE(WIFI)-20250524193714_group1_Ranking.png	4 5
Screenshot-NIKKE(WIFI)-20250524193714_group1_CommanderLevel.png	5 2 6
Screenshot-NIKKE(WIFI)-20250524193714_group1_SynchroLevel.png	4 2 9
Screenshot-NIKKE(WIFI)-20250524193714_group2_Power.png	2 1 8 7 2 7 4
Screenshot-NIKKE(WIFI)-20250524193714_group2_Ranking.png	6 0
Screenshot-NIKKE(WIFI)-20250524193714_group2_CommanderLevel.png	4 7 4
Screenshot-NIKKE(WIFI)-20250524193714_group2_SynchroLevel.png	4 1 4
Screenshot-NIKKE(WIFI)-20250524193714_group3_Power.png	1 9 2 5 8 6 3
Screenshot-NIKKE(WIFI)-20250524193714_group3_Ranking.png	6 7
Screenshot-NIKKE(WIFI)-20250524193714_group3_CommanderLevel.png	5 6 9
Screenshot-NIKKE(WIFI)-20250524193714_group3_SynchroLevel.png	4 4 0
Screenshot-NIKKE(WIFI)-20250524193723_group1_Power.png	2 3 8 4 5 0 5
Screenshot-NIKKE(WIFI)-20250524193723_group1_Ranking.png	4 6
Screenshot-NIKKE(WIFI)-20250524193723_group1_CommanderLevel.png	5 5 9
Screenshot-NIKKE(WIFI)-20250524193723_group1_SynchroLevel.png	4 6 5
Screenshot-NIKKE(WIFI)-20250524193723_group2_Power.png	2 1 2 5 1 0 8
Screenshot-NIKKE(WIFI)-20250524193723_group2_Ranking.png	5 6
Screenshot-NIKKE(WIFI)-20250524193723_group2_CommanderLevel.png	5 7 6
Screenshot-NIKKE(WIFI)-20250524193723_group2_SynchroLevel.png	4 1 9
Screenshot-NIKKE(WIFI)-20250524193723_group3_Power.png	1 8 7 6 6 4 2
Screenshot-NIKKE(WIFI)-20250524193723_group3_Ranking.png	7 0
Screenshot-NIKKE(WIFI)-20250524193723_group3_CommanderLevel.png	5 1 1
Screenshot-NIKKE(WIFI)-20250524193723_group3_SynchroLevel.png	3 8 3
Screenshot-NIKKE(WIFI)-20250524193730_group1_Power.png	2 8 4 2 0 0 4
Screenshot-NIKKE(WIFI)-20250524193730_group1_Ranking.png	5 0
Screenshot-NIKKE(WIFI)-20250524193730_group1_CommanderLevel.png	5 5 6
Screenshot-NIKKE(WIFI)-20250524193730_group1_SynchroLevel.png	4 5 3
Screenshot-NIKKE(WIFI)-20250524193730_group2_Power.png	2 0 6 9 8 2 1
Screenshot-NIKKE(WIFI)-20250524193730_group2_Ranking.png	5 9
Screenshot-NIKKE(WIFI)-20250524193730_group2_CommanderLevel.png	5 1 8
Screenshot-NIKKE(WIFI)-20250524193730_group2_SynchroLevel.png	4 1 4
Screenshot-NIKKE(WIFI)-20250524193730_group3_Power.png	1 8 7 6 6 4 2
Screenshot-NIKKE(WIFI)-20250524193730_group3_Ranking.png	7 0
Screenshot-NIKKE(WIFI)-20250524193730_group3_CommanderLevel.png	5 1 1
Screenshot-NIKKE(WIFI)-20250524193730_group3_SynchroLevel.png	3 8 3
Screenshot-NIKKE(WIFI)-20250524193738_group1_Power.png	2 3 8 4 5 0 5
Screenshot-NIKKE(WIFI)-20250524193738_group1_Ranking.png	4 6
Screenshot-NIKKE(WIFI)-20250524193738_group1_CommanderLevel.png	5 5 9
Screenshot-NIKKE(WIFI)-20250524193738_group1_SynchroLevel.png	4 6 5
Screenshot-NIKKE(WIFI)-20250524193738_group2_Power.png	1 7 8 0 9 1 4
Screenshot-NIKKE(WIFI)-20250524193738_group2_Ranking.png	5 8
Screenshot-NIKKE(WIFI)-20250524193738_group2_CommanderLevel.png	5 0 2
Screenshot-NIKKE(WIFI)-20250524193738_group2_SynchroLevel.png	3 7 3
Screenshot-NIKKE(WIFI)-20250524193738_group3_Power.png	1 8 3 4 6 9 6
Screenshot-NIKKE(WIFI)-20250524193738_group3_Ranking.png	6 1
Screenshot-NIKKE(WIFI)-20250524193738_group3_CommanderLevel.png	5 4 2
Screenshot-NIKKE(WIFI)-20250524193738_group3_SynchroLevel.png	4 4 0
Screenshot-NIKKE(WIFI)-20250524193744_group1_Power.png	2 7 2 4 2 0 6
Screenshot-NIKKE(WIFI)-20250524193744_group1_Ranking.png	4 8
Screenshot-NIKKE(WIFI)-20250524193744_group1_CommanderLevel.png	5 8 2
Screenshot-NIKKE(WIFI)-20250524193744_group1_SynchroLevel.png	4 4 8
Screenshot-NIKKE(WIFI)-20250524193744_group2_Power.png	1 7 1 3 8 2 3
Screenshot-NIKKE(WIFI)-20250524193744_group2_Ranking.png	5 1
Screenshot-NIKKE(WIFI)-20250524193744_group2_CommanderLevel.png	4 6 5
Screenshot-NIKKE(WIFI)-20250524193744_group2_SynchroLevel.png	3 6 4
Screenshot-NIKKE(WIFI)-20250524193744_group3_Power.png	1 3 7 6 6 8 0
Screenshot-NIKKE(WIFI)-20250524193744_group3_Ranking.png	6 8
Screenshot-NIKKE(WIFI)-20250524193744_group3_CommanderLevel.png	4 4 6
Screenshot-NIKKE(WIFI)-20250524193744_group3_SynchroLevel.png	3 8 9
Screenshot-NIKKE(WIFI)-20250524193749_group1_Power.png	2 8 4 2 0 0 4
Screenshot-NIKKE(WIFI)-20250524193749_group1_Ranking.png	5 0
Screenshot-NIKKE(WIFI)-20250524193749_group1_CommanderLevel.png	5 5 6
Screenshot-NIKKE(WIFI)-20250524193749_group1_SynchroLevel.png	4 5 3
Screenshot-NIKKE(WIFI)-20250524193749_group2_Power.png	2 1 0 7 3 3 9
Screenshot-NIKKE(WIFI)-20250524193749_group2_Ranking.png	5 4
Screenshot-NIKKE(WIFI)-20250524193749_group2_CommanderLevel.png	4 3 7
Screenshot-NIKKE(WIFI)-20250524193749_group2_SynchroLevel.png	4 2 8
Screenshot-NIKKE(WIFI)-20250524193749_group3_Power.png	2 0 5 0 7 3 5
Screenshot-NIKKE(WIFI)-20250524193749_group3_Ranking.png	6 5
Screenshot-NIKKE(WIFI)-20250524193749_group3_CommanderLevel.png	4 5 9
Screenshot-NIKKE(WIFI)-20250524193749_group3_SynchroLevel.png	4 1 0
Screenshot-NIKKE(WIFI)-20250524193753_group1_Power.png	1 9 7 2 8 2 9
Screenshot-NIKKE(WIFI)-20250524193753_group1_Ranking.png	4 2
Screenshot-NIKKE(WIFI)-20250524193753_group1_CommanderLevel.png	5 3 6
Screenshot-NIKKE(WIFI)-20250524193753_group1_SynchroLevel.png	4 2 1
Screenshot-NIKKE(WIFI)-20250524193753_group2_Power.png	2 0 6 9 8 2 2
Screenshot-NIKKE(WIFI)-20250524193753_group2_Ranking.png	5 9
Screenshot-NIKKE(WIFI)-20250524193753_group2_CommanderLevel.png	5 1 8
Screenshot-NIKKE(WIFI)-20250524193753_group2_SynchroLevel.png	4 1 4
Screenshot-NIKKE(WIFI)-20250524193753_group3_Power.png	1 3 7 6 6 8 0
Screenshot-NIKKE(WIFI)-20250524193753_group3_Ranking.png	6 8
Screenshot-NIKKE(WIFI)-20250524193753_group3_CommanderLevel.png	4 4 6
Screenshot-NIKKE(WIFI)-20250524193753_group3_SynchroLevel.png	3 8 9
Screenshot-NIKKE(WIFI)-20250524193758_group1_Power.png	2 8 9 4 3 5 7
Screenshot-NIKKE(WIFI)-20250524193758_group1_Ranking.png	4 4
Screenshot-NIKKE(WIFI)-20250524193758_group1_CommanderLevel.png	5 7 8
Screenshot-NIKKE(WIFI)-20250524193758_group1_SynchroLevel.png	4 6 1
Screenshot-NIKKE(WIFI)-20250524193758_group2_Power.png	2 5 1 1 8 5 6
Screenshot-NIKKE(WIFI)-20250524193758_group2_Ranking.png	5 5
Screenshot-NIKKE(WIFI)-20250524193758_group2_CommanderLevel.png	5 3 9
Screenshot-NIKKE(WIFI)-20250524193758_group2_SynchroLevel.png	4 6 0
Screenshot-NIKKE(WIFI)-20250524193758_group3_Power.png	1 9 2 5 8 6 3
Screenshot-NIKKE(WIFI)-20250524193758_group3_Ranking.png	6 7
Screenshot-NIKKE(WIFI)-20250524193758_group3_CommanderLevel.png	5 6 9
Screenshot-NIKKE(WIFI)-20250524193758_group3_SynchroLevel.png	4 4 0
Screenshot-NIKKE(WIFI)-20250524193803_group1_Power.png	2 7 2 4 2 0 6
Screenshot-NIKKE(WIFI)-20250524193803_group1_Ranking.png	4 8
Screenshot-NIKKE(WIFI)-20250524193803_group1_CommanderLevel.png	5 8 2
Screenshot-NIKKE(WIFI)-20250524193803_group1_SynchroLevel.png	4 4 8
Screenshot-NIKKE(WIFI)-20250524193803_group2_Power.png	2 1 8 7 2 7 4
Screenshot-NIKKE(WIFI)-20250524193803_group2_Ranking.png	6 0
Screenshot-NIKKE(WIFI)-20250524193803_group2_CommanderLevel.png	4 7 4
Screenshot-NIKKE(WIFI)-20250524193803_group2_SynchroLevel.png	4 1 4
Screenshot-NIKKE(WIFI)-20250524193803_group3_Power.png	1 6 1 8 7 6 1
Screenshot-NIKKE(WIFI)-20250524193803_group3_Ranking.png	6 3
Screenshot-NIKKE(WIFI)-20250524193803_group3_CommanderLevel.png	5 7 9
Screenshot-NIKKE(WIFI)-20250524193803_group3_SynchroLevel.png	4 4 2
Screenshot-NIKKE(WIFI)-20250524193807_group1_Power.png	2 3 8 4 5 0 5
Screenshot-NIKKE(WIFI)-20250524193807_group1_Ranking.png	4 6
Screenshot-NIKKE(WIFI)-20250524193807_group1_CommanderLevel.png	5 5 9
Screenshot-NIKKE(WIFI)-20250524193807_group1_SynchroLevel.png	4 6 5
Screenshot-NIKKE(WIFI)-20250524193807_group2_Power.png	2 0 6 9 8 2 2
Screenshot-NIKKE(WIFI)-20250524193807_group2_Ranking.png	5 9
Screenshot-NIKKE(WIFI)-20250524193807_group2_CommanderLevel.png	5 1 8
Screenshot-NIKKE(WIFI)-20250524193807_group2_SynchroLevel.png	4 1 4
Screenshot-NIKKE(WIFI)-20250524193807_group3_Power.png	2 0 5 0 7 3 5
Screenshot-NIKKE(WIFI)-20250524193807_group3_Ranking.png	6 5
Screenshot-NIKKE(WIFI)-20250524193807_group3_CommanderLevel.png	4 5 9
Screenshot-NIKKE(WIFI)-20250524193807_group3_SynchroLevel.png	4 1 0
Screenshot-NIKKE(WIFI)-20250524193811_group1_Power.png	2 3 8 4 1 9 8
Screenshot-NIKKE(WIFI)-20250524193811_group1_Ranking.png	4 5
Screenshot-NIKKE(WIFI)-20250524193811_group1_CommanderLevel.png	5 2 6
Screenshot-NIKKE(WIFI)-20250524193811_group1_SynchroLevel.png	4 2 9
Screenshot-NIKKE(WIFI)-20250524193811_group2_Power.png	2 1 2 5 1 0 8
Screenshot-NIKKE(WIFI)-20250524193811_group2_Ranking.png	5 6
Screenshot-NIKKE(WIFI)-20250524193811_group2_CommanderLevel.png	5 7 6
Screenshot-NIKKE(WIFI)-20250524193811_group2_SynchroLevel.png	4 1 9
Screenshot-NIKKE(WIFI)-20250524193811_group3_Power.png	2 0 7 4 9 8 4
Screenshot-NIKKE(WIFI)-20250524193811_group3_Ranking.png	6 9
Screenshot-NIKKE(WIFI)-20250524193811_group3_CommanderLevel.png	5 2 0
Screenshot-NIKKE(WIFI)-20250524193811_group3_SynchroLevel.png	4 0 7
Screenshot-NIKKE(WIFI)-20250524193816_group1_Power.png	2 3 8 4 5 0 5
Screenshot-NIKKE(WIFI)-20250524193816_group1_Ranking.png	4 6
Screenshot-NIKKE(WIFI)-20250524193816_group1_CommanderLevel.png	5 5 9
Screenshot-NIKKE(WIFI)-20250524193816_group1_SynchroLevel.png	4 6 5
Screenshot-NIKKE(WIFI)-20250524193816_group2_Power.png	2 2 1 0 3 0 6
Screenshot-NIKKE(WIFI)-20250524193816_group2_Ranking.png	5 3
Screenshot-NIKKE(WIFI)-20250524193816_group2_CommanderLevel.png	6 1 3
Screenshot-NIKKE(WIFI)-20250524193816_group2_SynchroLevel.png	4 8 6
Screenshot-NIKKE(WIFI)-20250524193816_group3_Power.png	1 8 3 4 6 9 6
Screenshot-NIKKE(WIFI)-20250524193816_group3_Ranking.png	6 1
Screenshot-NIKKE(WIFI)-20250524193816_group3_CommanderLevel.png	5 4 2
Screenshot-NIKKE(WIFI)-20250524193816_group3_SynchroLevel.png	4 4 0
Screenshot-NIKKE(WIFI)-20250524193820_group1_Power.png	1 9 7 2 8 2 9
Screenshot-NIKKE(WIFI)-20250524193820_group1_Ranking.png	4 2
Screenshot-NIKKE(WIFI)-20250524193820_group1_CommanderLevel.png	5 3 6
Screenshot-NIKKE(WIFI)-20250524193820_group1_SynchroLevel.png	4 2 1
Screenshot-NIKKE(WIFI)-20250524193820_group2_Power.png	2 1 0 7 3 3 9
Screenshot-NIKKE(WIFI)-20250524193820_group2_Ranking.png	5 4
Screenshot-NIKKE(WIFI)-20250524193820_group2_CommanderLevel.png	4 3 7
Screenshot-NIKKE(WIFI)-20250524193820_group2_SynchroLevel.png	4 2 8
Screenshot-NIKKE(WIFI)-20250524193820_group3_Power.png	1 9 2 5 8 6 3
Screenshot-NIKKE(WIFI)-20250524193820_group3_Ranking.png	6 7
Screenshot-NIKKE(WIFI)-20250524193820_group3_CommanderLevel.png	5 6 9
Screenshot-NIKKE(WIFI)-20250524193820_group3_SynchroLevel.png	4 4 0
Screenshot-NIKKE(WIFI)-20250524193825_group1_Power.png	2 3 5 3 6 3 5
Screenshot-NIKKE(WIFI)-20250524193825_group1_Ranking.png	4 9
Screenshot-NIKKE(WIFI)-20250524193825_group1_CommanderLevel.png	5 2 9
Screenshot-NIKKE(WIFI)-20250524193825_group1_SynchroLevel.png	4 2 9
Screenshot-NIKKE(WIFI)-20250524193825_group2_Power.png	2 1 2 5 1 0 8
Screenshot-NIKKE(WIFI)-20250524193825_group2_Ranking.png	5 6
Screenshot-NIKKE(WIFI)-20250524193825_group2_CommanderLevel.png	5 7 6
Screenshot-NIKKE(WIFI)-20250524193825_group2_SynchroLevel.png	4 1 9
Screenshot-NIKKE(WIFI)-20250524193825_group3_Power.png	1 6 1 8 7 6 1
Screenshot-NIKKE(WIFI)-20250524193825_group3_Ranking.png	6 3
Screenshot-NIKKE(WIFI)-20250524193825_group3_CommanderLevel.png	5 7 9
Screenshot-NIKKE(WIFI)-20250524193825_group3_SynchroLevel.png	4 4 2
Screenshot-NIKKE(WIFI)-20250524193830_group1_Power.png	2 8 4 2 0 0 4
Screenshot-NIKKE(WIFI)-20250524193830_group1_Ranking.png	5 0
Screenshot-NIKKE(WIFI)-20250524193830_group1_CommanderLevel.png	5 5 6
Screenshot-NIKKE(WIFI)-20250524193830_group1_SynchroLevel.png	4 5 3
Screenshot-NIKKE(WIFI)-20250524193830_group2_Power.png	2 2 7 0 3 0 6
Screenshot-NIKKE(WIFI)-20250524193830_group2_Ranking.png	5 3
Screenshot-NIKKE(WIFI)-20250524193830_group2_CommanderLevel.png	6 1 3
Screenshot-NIKKE(WIFI)-20250524193830_group2_SynchroLevel.png	4 8 6
Screenshot-NIKKE(WIFI)-20250524193830_group3_Power.png	1 3 7 6 6 8 0
Screenshot-NIKKE(WIFI)-20250524193830_group3_Ranking.png	6 8
Screenshot-NIKKE(WIFI)-20250524193830_group3_CommanderLevel.png	4 4 6
Screenshot-NIKKE(WIFI)-20250524193830_group3_SynchroLevel.png	3 8 9
Screenshot-NIKKE(WIFI)-20250524193835_group1_Power.png	2 3 5 3 6 3 5
Screenshot-NIKKE(WIFI)-20250524193835_group1_Ranking.png	4 9
Screenshot-NIKKE(WIFI)-20250524193835_group1_CommanderLevel.png	5 2 9
Screenshot-NIKKE(WIFI)-20250524193835_group1_SynchroLevel.png	4 2 9
Screenshot-NIKKE(WIFI)-20250524193835_group2_Power.png	1 7 8 0 9 1 4
Screenshot-NIKKE(WIFI)-20250524193835_group2_Ranking.png	5 8
Screenshot-NIKKE(WIFI)-20250524193835_group2_CommanderLevel.png	5 0 2
Screenshot-NIKKE(WIFI)-20250524193835_group2_SynchroLevel.png	3 7 3
Screenshot-NIKKE(WIFI)-20250524193835_group3_Power.png	1 9 0 9 4 3 9
Screenshot-NIKKE(WIFI)-20250524193835_group3_Ranking.png	6 2
Screenshot-NIKKE(WIFI)-20250524193835_group3_CommanderLevel.png	5 9 5
Screenshot-NIKKE(WIFI)-20250524193835_group3_SynchroLevel.png	4 5 4
Screenshot-NIKKE(WIFI)-20250524193839_group1_Power.png	2 7 2 4 2 0 6
Screenshot-NIKKE(WIFI)-20250524193839_group1_Ranking.png	4 8
Screenshot-NIKKE(WIFI)-20250524193839_group1_CommanderLevel.png	5 8 2
Screenshot-NIKKE(WIFI)-20250524193839_group1_SynchroLevel.png	4 4 8
Screenshot-NIKKE(WIFI)-20250524193839_group2_Power.png	1 7 1 3 8 2 3
Screenshot-NIKKE(WIFI)-20250524193839_group2_Ranking.png	5 1
Screenshot-NIKKE(WIFI)-20250524193839_group2_CommanderLevel.png	4 6 5
Screenshot-NIKKE(WIFI)-20250524193839_group2_SynchroLevel.png	3 6 4
Screenshot-NIKKE(WIFI)-20250524193839_group3_Power.png	1 8 5 3 6 8 4
Screenshot-NIKKE(WIFI)-20250524193839_group3_Ranking.png	6 6
Screenshot-NIKKE(WIFI)-20250524193839_group3_CommanderLevel.png	5 3 3
Screenshot-NIKKE(WIFI)-20250524193839_group3_SynchroLevel.png	3 9 4
Screenshot-NIKKE(WIFI)-20250524193843_group1_Power.png	2 7 2 4 2 0 6
Screenshot-NIKKE(WIFI)-20250524193843_group1_Ranking.png	4 8
Screenshot-NIKKE(WIFI)-20250524193843_group1_CommanderLevel.png	5 8 2
Screenshot-NIKKE(WIFI)-20250524193843_group1_SynchroLevel.png	4 4 8
Screenshot-NIKKE(WIFI)-20250524193843_group2_Power.png	1 7 7 8 2 9 9
Screenshot-NIKKE(WIFI)-20250524193843_group2_Ranking.png	5 2
Screenshot-NIKKE(WIFI)-20250524193843_group2_CommanderLevel.png	5 5 8
Screenshot-NIKKE(WIFI)-20250524193843_group2_SynchroLevel.png	4 3 0
Screenshot-NIKKE(WIFI)-20250524193843_group3_Power.png	2 0 5 0 7 3 5
Screenshot-NIKKE(WIFI)-20250524193843_group3_Ranking.png	6 5
Screenshot-NIKKE(WIFI)-20250524193843_group3_CommanderLevel.png	4 5 9
Screenshot-NIKKE(WIFI)-20250524193843_group3_SynchroLevel.png	4 1 0
Screenshot-NIKKE(WIFI)-20250524193848_group1_Power.png	2 7 2 4 2 0 6
Screenshot-NIKKE(WIFI)-20250524193848_group1_Ranking.png	4 8
Screenshot-NIKKE(WIFI)-20250524193848_group1_CommanderLevel.png	5 8 2
Screenshot-NIKKE(WIFI)-20250524193848_group1_SynchroLevel.png	4 4 8
Screenshot-NIKKE(WIFI)-20250524193848_group2_Power.png	2 1 0 7 3 3 9
Screenshot-NIKKE(WIFI)-20250524193848_group2_Ranking.png	5 4
Screenshot-NIKKE(WIFI)-20250524193848_group2_CommanderLevel.png	4 3 7
Screenshot-NIKKE(WIFI)-20250524193848_group2_SynchroLevel.png	4 2 8
Screenshot-NIKKE(WIFI)-20250524193848_group3_Power.png	1 8 3 4 6 9 6
Screenshot-NIKKE(WIFI)-20250524193848_group3_Ranking.png	6 1
Screenshot-NIKKE(WIFI)-20250524193848_group3_CommanderLevel.png	5 4 2
Screenshot-NIKKE(WIFI)-20250524193848_group3_SynchroLevel.png	4 4 0
Screenshot-NIKKE(WIFI)-20250524193852_group1_Power.png	2 3 8 4 1 9 8
Screenshot-NIKKE(WIFI)-20250524193852_group1_Ranking.png	4 5
Screenshot-NIKKE(WIFI)-20250524193852_group1_CommanderLevel.png	5 2 6
Screenshot-NIKKE(WIFI)-20250524193852_group1_SynchroLevel.png	4 2 9
Screenshot-NIKKE(WIFI)-20250524193852_group2_Power.png	1 7 1 3 8 2 3
Screenshot-NIKKE(WIFI)-20250524193852_group2_Ranking.png	5 1
Screenshot-NIKKE(WIFI)-20250524193852_group2_CommanderLevel.png	4 6 5
Screenshot-NIKKE(WIFI)-20250524193852_group2_SynchroLevel.png	3 6 4
Screenshot-NIKKE(WIFI)-20250524193852_group3_Power.png	1 9 0 9 4 3 9
Screenshot-NIKKE(WIFI)-20250524193852_group3_Ranking.png	6 2
Screenshot-NIKKE(WIFI)-20250524193852_group3_CommanderLevel.png	5 9 5
Screenshot-NIKKE(WIFI)-20250524193852_group3_SynchroLevel.png	4 5 4
Screenshot-NIKKE(WIFI)-20250524193857_group1_Power.png	2 3 5 6 9 0 2
Screenshot-NIKKE(WIFI)-20250524193857_group1_Ranking.png	4 3
Screenshot-NIKKE(WIFI)-20250524193857_group1_CommanderLevel.png	5 6 7
Screenshot-NIKKE(WIFI)-20250524193857_group1_SynchroLevel.png	4 5 4
Screenshot-NIKKE(WIFI)-20250524193857_group2_Power.png	1 7 8 0 9 1 4
Screenshot-NIKKE(WIFI)-20250524193857_group2_Ranking.png	5 8
Screenshot-NIKKE(WIFI)-20250524193857_group2_CommanderLevel.png	5 0 2
Screenshot-NIKKE(WIFI)-20250524193857_group2_SynchroLevel.png	3 7 3
Screenshot-NIKKE(WIFI)-20250524193857_group3_Power.png	1 8 5 3 6 8 4
Screenshot-NIKKE(WIFI)-20250524193857_group3_Ranking.png	6 6
Screenshot-NIKKE(WIFI)-20250524193857_group3_CommanderLevel.png	5 3 3
Screenshot-NIKKE(WIFI)-20250524193857_group3_SynchroLevel.png	3 9 4
Screenshot-NIKKE(WIFI)-20250524193903_group1_Power.png	2 4 4 2 1 9 1
Screenshot-NIKKE(WIFI)-20250524193903_group1_Ranking.png	4 1
Screenshot-NIKKE(WIFI)-20250524193903_group1_CommanderLevel.png	5 5 3
Screenshot-NIKKE(WIFI)-20250524193903_group1_SynchroLevel.png	4 3 7
Screenshot-NIKKE(WIFI)-20250524193903_group2_Power.png	1 7 8 0 9 1 4
Screenshot-NIKKE(WIFI)-20250524193903_group2_Ranking.png	5 8
Screenshot-NIKKE(WIFI)-20250524193903_group2_CommanderLevel.png	5 0 2
Screenshot-NIKKE(WIFI)-20250524193903_group2_SynchroLevel.png	3 7 3
Screenshot-NIKKE(WIFI)-20250524193903_group3_Power.png	1 8 5 3 6 8 4
Screenshot-NIKKE(WIFI)-20250524193903_group3_Ranking.png	6 6
Screenshot-NIKKE(WIFI)-20250524193903_group3_CommanderLevel.png	5 3 3
Screenshot-NIKKE(WIFI)-20250524193903_group3_SynchroLevel.png	3 9 4
